state_abbr,latitude,longitude,name,administration,data_year,victims
NM,34.97273,-105.03236299999999,New Mexico,W. Bush 2nd Term,2008,9
NV,38.802609999999994,-116.419389,Nevada,Clinton 1st Term,1993,12
NV,38.802609999999994,-116.419389,Nevada,Clinton 1st Term,1994,16
NV,38.802609999999994,-116.419389,Nevada,Clinton 1st Term,1995,68
NV,38.802609999999994,-116.419389,Nevada,Clinton 1st Term,1996,44
NV,38.802609999999994,-116.419389,Nevada,Clinton 2nd Term,1997,45
NV,38.802609999999994,-116.419389,Nevada,Clinton 2nd Term,1998,60
NV,38.802609999999994,-116.419389,Nevada,Clinton 2nd Term,1999,75
NV,38.802609999999994,-116.419389,Nevada,Clinton 2nd Term,2000,85
NV,38.802609999999994,-116.419389,Nevada,Obama 1st Term,2009,48
NV,38.802609999999994,-116.419389,Nevada,Obama 1st Term,2010,68
NV,38.802609999999994,-116.419389,Nevada,Obama 1st Term,2011,59
NV,38.802609999999994,-116.419389,Nevada,Obama 1st Term,2012,91
NV,38.802609999999994,-116.419389,Nevada,Obama 2nd Term,2013,73
NV,38.802609999999994,-116.419389,Nevada,Obama 2nd Term,2014,24
NV,38.802609999999994,-116.419389,Nevada,Obama 2nd Term,2015,58
NV,38.802609999999994,-116.419389,Nevada,Obama 2nd Term,2016,41
NV,38.802609999999994,-116.419389,Nevada,Trump 1st Term,2017,5
NV,38.802609999999994,-116.419389,Nevada,Trump 1st Term,2018,26
NV,38.802609999999994,-116.419389,Nevada,W. Bush 1st Term,2001,94
NV,38.802609999999994,-116.419389,Nevada,W. Bush 1st Term,2002,62
NV,38.802609999999994,-116.419389,Nevada,W. Bush 1st Term,2003,97
NV,38.802609999999994,-116.419389,Nevada,W. Bush 1st Term,2004,81
NV,38.802609999999994,-116.419389,Nevada,W. Bush 2nd Term,2005,77
NV,38.802609999999994,-116.419389,Nevada,W. Bush 2nd Term,2006,125
NV,38.802609999999994,-116.419389,Nevada,W. Bush 2nd Term,2007,63
NV,38.802609999999994,-116.419389,Nevada,W. Bush 2nd Term,2008,94
NY,43.299428000000006,-74.217933,New York,Clinton 1st Term,1993,934
NY,43.299428000000006,-74.217933,New York,Clinton 1st Term,1994,911
NY,43.299428000000006,-74.217933,New York,Clinton 1st Term,1995,845
NY,43.299428000000006,-74.217933,New York,Clinton 1st Term,1996,903
NY,43.299428000000006,-74.217933,New York,Clinton 2nd Term,1997,853
NY,43.299428000000006,-74.217933,New York,Clinton 2nd Term,1998,776
NY,43.299428000000006,-74.217933,New York,Clinton 2nd Term,1999,590
NY,43.299428000000006,-74.217933,New York,Clinton 2nd Term,2000,608
NY,43.299428000000006,-74.217933,New York,Obama 1st Term,2009,641
NY,43.299428000000006,-74.217933,New York,Obama 1st Term,2010,699
NY,43.299428000000006,-74.217933,New York,Obama 1st Term,2011,545
NY,43.299428000000006,-74.217933,New York,Obama 1st Term,2012,720
NY,43.299428000000006,-74.217933,New York,Obama 2nd Term,2013,615
NY,43.299428000000006,-74.217933,New York,Obama 2nd Term,2014,545
NY,43.299428000000006,-74.217933,New York,Obama 2nd Term,2015,500
NY,43.299428000000006,-74.217933,New York,Obama 2nd Term,2016,595
NY,43.299428000000006,-74.217933,New York,Trump 1st Term,2017,228
NY,43.299428000000006,-74.217933,New York,Trump 1st Term,2018,203
NY,43.299428000000006,-74.217933,New York,W. Bush 1st Term,2001,712
NY,43.299428000000006,-74.217933,New York,W. Bush 1st Term,2002,693
NY,43.299428000000006,-74.217933,New York,W. Bush 1st Term,2003,603
NY,43.299428000000006,-74.217933,New York,W. Bush 1st Term,2004,386
NY,43.299428000000006,-74.217933,New York,W. Bush 2nd Term,2005,498
NY,43.299428000000006,-74.217933,New York,W. Bush 2nd Term,2006,522
NY,43.299428000000006,-74.217933,New York,W. Bush 2nd Term,2007,498
NY,43.299428000000006,-74.217933,New York,W. Bush 2nd Term,2008,605
OH,40.417287,-82.907123,Ohio,Clinton 1st Term,1993,260
OH,40.417287,-82.907123,Ohio,Clinton 1st Term,1994,357
OH,40.417287,-82.907123,Ohio,Clinton 1st Term,1995,266
OH,40.417287,-82.907123,Ohio,Clinton 1st Term,1996,234
OH,40.417287,-82.907123,Ohio,Clinton 2nd Term,1997,265
OH,40.417287,-82.907123,Ohio,Clinton 2nd Term,1998,254
OH,40.417287,-82.907123,Ohio,Clinton 2nd Term,1999,232
OH,40.417287,-82.907123,Ohio,Clinton 2nd Term,2000,255
OH,40.417287,-82.907123,Ohio,Obama 1st Term,2009,303
OH,40.417287,-82.907123,Ohio,Obama 1st Term,2010,247
OH,40.417287,-82.907123,Ohio,Obama 1st Term,2011,250
OH,40.417287,-82.907123,Ohio,Obama 1st Term,2012,264
OH,40.417287,-82.907123,Ohio,Obama 2nd Term,2013,341
OH,40.417287,-82.907123,Ohio,Obama 2nd Term,2014,421
OH,40.417287,-82.907123,Ohio,Obama 2nd Term,2015,416
OH,40.417287,-82.907123,Ohio,Obama 2nd Term,2016,471
OH,40.417287,-82.907123,Ohio,Trump 1st Term,2017,387
OH,40.417287,-82.907123,Ohio,Trump 1st Term,2018,365
OH,40.417287,-82.907123,Ohio,W. Bush 1st Term,2001,363
OH,40.417287,-82.907123,Ohio,W. Bush 1st Term,2002,265
OH,40.417287,-82.907123,Ohio,W. Bush 1st Term,2003,244
OH,40.417287,-82.907123,Ohio,W. Bush 1st Term,2004,354
OH,40.417287,-82.907123,Ohio,W. Bush 2nd Term,2005,191
OH,40.417287,-82.907123,Ohio,W. Bush 2nd Term,2006,305
OH,40.417287,-82.907123,Ohio,W. Bush 2nd Term,2007,306
OH,40.417287,-82.907123,Ohio,W. Bush 2nd Term,2008,355
OK,35.007752,-97.092877,Oklahoma,Clinton 1st Term,1993,61
OK,35.007752,-97.092877,Oklahoma,Clinton 1st Term,1994,20
OK,35.007752,-97.092877,Oklahoma,Clinton 1st Term,1995,37
OK,35.007752,-97.092877,Oklahoma,Clinton 1st Term,1996,83
OK,35.007752,-97.092877,Oklahoma,Clinton 2nd Term,1997,41
OK,35.007752,-97.092877,Oklahoma,Clinton 2nd Term,1998,57
OK,35.007752,-97.092877,Oklahoma,Clinton 2nd Term,1999,42
OK,35.007752,-97.092877,Oklahoma,Clinton 2nd Term,2000,80
OK,35.007752,-97.092877,Oklahoma,Obama 1st Term,2009,60
OK,35.007752,-97.092877,Oklahoma,Obama 1st Term,2010,49
OK,35.007752,-97.092877,Oklahoma,Obama 1st Term,2011,30
OK,35.007752,-97.092877,Oklahoma,Obama 1st Term,2012,21
OK,35.007752,-97.092877,Oklahoma,Obama 2nd Term,2013,43
OK,35.007752,-97.092877,Oklahoma,Obama 2nd Term,2014,31
OK,35.007752,-97.092877,Oklahoma,Obama 2nd Term,2015,37
OK,35.007752,-97.092877,Oklahoma,Obama 2nd Term,2016,35
OK,35.007752,-97.092877,Oklahoma,Trump 1st Term,2017,29
OK,35.007752,-97.092877,Oklahoma,Trump 1st Term,2018,31
OK,35.007752,-97.092877,Oklahoma,W. Bush 1st Term,2001,46
OK,35.007752,-97.092877,Oklahoma,W. Bush 1st Term,2002,44
OK,35.007752,-97.092877,Oklahoma,W. Bush 1st Term,2003,38
OK,35.007752,-97.092877,Oklahoma,W. Bush 1st Term,2004,51
OK,35.007752,-97.092877,Oklahoma,W. Bush 2nd Term,2005,41
OK,35.007752,-97.092877,Oklahoma,W. Bush 2nd Term,2006,51
OK,35.007752,-97.092877,Oklahoma,W. Bush 2nd Term,2007,30
OK,35.007752,-97.092877,Oklahoma,W. Bush 2nd Term,2008,54
OR,43.804133,-120.554201,Oregon,Clinton 1st Term,1993,237
OR,43.804133,-120.554201,Oregon,Clinton 1st Term,1994,177
OR,43.804133,-120.554201,Oregon,Clinton 1st Term,1995,152
OR,43.804133,-120.554201,Oregon,Clinton 1st Term,1996,172
OR,43.804133,-120.554201,Oregon,Clinton 2nd Term,1997,105
OR,43.804133,-120.554201,Oregon,Clinton 2nd Term,1998,101
OR,43.804133,-120.554201,Oregon,Clinton 2nd Term,1999,123
OR,43.804133,-120.554201,Oregon,Clinton 2nd Term,2000,142
OR,43.804133,-120.554201,Oregon,Obama 1st Term,2009,131
OR,43.804133,-120.554201,Oregon,Obama 1st Term,2010,134
OR,43.804133,-120.554201,Oregon,Obama 1st Term,2011,130
OR,43.804133,-120.554201,Oregon,Obama 1st Term,2012,52
OR,43.804133,-120.554201,Oregon,Obama 2nd Term,2013,68
OR,43.804133,-120.554201,Oregon,Obama 2nd Term,2014,66
OR,43.804133,-120.554201,Oregon,Obama 2nd Term,2015,88
OR,43.804133,-120.554201,Oregon,Obama 2nd Term,2016,107
OR,43.804133,-120.554201,Oregon,Trump 1st Term,2017,148
OR,43.804133,-120.554201,Oregon,Trump 1st Term,2018,137
OR,43.804133,-120.554201,Oregon,W. Bush 1st Term,2001,222
OR,43.804133,-120.554201,Oregon,W. Bush 1st Term,2002,61
OR,43.804133,-120.554201,Oregon,W. Bush 1st Term,2003,103
OR,43.804133,-120.554201,Oregon,W. Bush 1st Term,2004,155
OR,43.804133,-120.554201,Oregon,W. Bush 2nd Term,2005,138
OR,43.804133,-120.554201,Oregon,W. Bush 2nd Term,2006,144
OR,43.804133,-120.554201,Oregon,W. Bush 2nd Term,2007,169
OR,43.804133,-120.554201,Oregon,W. Bush 2nd Term,2008,191
PA,41.203322,-77.194525,Pennsylvania,Clinton 1st Term,1993,391
PA,41.203322,-77.194525,Pennsylvania,Clinton 1st Term,1994,278
PA,41.203322,-77.194525,Pennsylvania,Clinton 1st Term,1995,284
PA,41.203322,-77.194525,Pennsylvania,Clinton 1st Term,1996,205
PA,41.203322,-77.194525,Pennsylvania,Clinton 2nd Term,1997,163
PA,41.203322,-77.194525,Pennsylvania,Clinton 2nd Term,1998,164
PA,41.203322,-77.194525,Pennsylvania,Clinton 2nd Term,1999,187
PA,41.203322,-77.194525,Pennsylvania,Clinton 2nd Term,2000,141
PA,41.203322,-77.194525,Pennsylvania,Obama 1st Term,2009,36
PA,41.203322,-77.194525,Pennsylvania,Obama 1st Term,2010,57
PA,41.203322,-77.194525,Pennsylvania,Obama 1st Term,2011,19
PA,41.203322,-77.194525,Pennsylvania,Obama 1st Term,2012,38
PA,41.203322,-77.194525,Pennsylvania,Obama 2nd Term,2013,56
PA,41.203322,-77.194525,Pennsylvania,Obama 2nd Term,2014,54
PA,41.203322,-77.194525,Pennsylvania,Obama 2nd Term,2015,57
PA,41.203322,-77.194525,Pennsylvania,Obama 2nd Term,2016,66
PA,41.203322,-77.194525,Pennsylvania,Trump 1st Term,2017,70
PA,41.203322,-77.194525,Pennsylvania,Trump 1st Term,2018,55
PA,41.203322,-77.194525,Pennsylvania,W. Bush 1st Term,2001,141
PA,41.203322,-77.194525,Pennsylvania,W. Bush 1st Term,2002,96
PA,41.203322,-77.194525,Pennsylvania,W. Bush 1st Term,2003,118
PA,41.203322,-77.194525,Pennsylvania,W. Bush 1st Term,2004,99
PA,41.203322,-77.194525,Pennsylvania,W. Bush 2nd Term,2005,80
PA,41.203322,-77.194525,Pennsylvania,W. Bush 2nd Term,2006,87
PA,41.203322,-77.194525,Pennsylvania,W. Bush 2nd Term,2007,78
PA,41.203322,-77.194525,Pennsylvania,W. Bush 2nd Term,2008,70
RI,41.580095,-71.477429,Rhode Island,Clinton 1st Term,1993,62
RI,41.580095,-71.477429,Rhode Island,Clinton 1st Term,1994,37
RI,41.580095,-71.477429,Rhode Island,Clinton 1st Term,1995,46
RI,41.580095,-71.477429,Rhode Island,Clinton 1st Term,1996,40
RI,41.580095,-71.477429,Rhode Island,Clinton 2nd Term,1997,43
RI,41.580095,-71.477429,Rhode Island,Clinton 2nd Term,1998,29
RI,41.580095,-71.477429,Rhode Island,Clinton 2nd Term,1999,41
RI,41.580095,-71.477429,Rhode Island,Clinton 2nd Term,2000,48
RI,41.580095,-71.477429,Rhode Island,Obama 1st Term,2009,35
RI,41.580095,-71.477429,Rhode Island,Obama 1st Term,2010,20
RI,41.580095,-71.477429,Rhode Island,Obama 1st Term,2011,25
RI,41.580095,-71.477429,Rhode Island,Obama 1st Term,2012,12
RI,41.580095,-71.477429,Rhode Island,Obama 2nd Term,2013,7
RI,41.580095,-71.477429,Rhode Island,Obama 2nd Term,2014,5
RI,41.580095,-71.477429,Rhode Island,Obama 2nd Term,2015,18
RI,41.580095,-71.477429,Rhode Island,Obama 2nd Term,2016,12
RI,41.580095,-71.477429,Rhode Island,Trump 1st Term,2017,11
RI,41.580095,-71.477429,Rhode Island,Trump 1st Term,2018,13
RI,41.580095,-71.477429,Rhode Island,W. Bush 1st Term,2001,63
RI,41.580095,-71.477429,Rhode Island,W. Bush 1st Term,2002,38
RI,41.580095,-71.477429,Rhode Island,W. Bush 1st Term,2003,45
RI,41.580095,-71.477429,Rhode Island,W. Bush 1st Term,2004,29
RI,41.580095,-71.477429,Rhode Island,W. Bush 2nd Term,2005,15
RI,41.580095,-71.477429,Rhode Island,W. Bush 2nd Term,2006,19
RI,41.580095,-71.477429,Rhode Island,W. Bush 2nd Term,2007,49
RI,41.580095,-71.477429,Rhode Island,W. Bush 2nd Term,2008,35
SC,33.836081,-81.163725,South Carolina,Clinton 1st Term,1993,27
SC,33.836081,-81.163725,South Carolina,Clinton 1st Term,1994,33
SC,33.836081,-81.163725,South Carolina,Clinton 1st Term,1995,26
SC,33.836081,-81.163725,South Carolina,Clinton 1st Term,1996,43
SC,33.836081,-81.163725,South Carolina,Clinton 2nd Term,1997,71
SC,33.836081,-81.163725,South Carolina,Clinton 2nd Term,1998,66
SC,33.836081,-81.163725,South Carolina,Clinton 2nd Term,1999,73
SC,33.836081,-81.163725,South Carolina,Clinton 2nd Term,2000,36
SC,33.836081,-81.163725,South Carolina,Obama 1st Term,2009,109
SC,33.836081,-81.163725,South Carolina,Obama 1st Term,2010,109
SC,33.836081,-81.163725,South Carolina,Obama 1st Term,2011,124
SC,33.836081,-81.163725,South Carolina,Obama 1st Term,2012,104
SC,33.836081,-81.163725,South Carolina,Obama 2nd Term,2013,52
SC,33.836081,-81.163725,South Carolina,Obama 2nd Term,2014,53
SC,33.836081,-81.163725,South Carolina,Obama 2nd Term,2015,57
SC,33.836081,-81.163725,South Carolina,Obama 2nd Term,2016,30
SC,33.836081,-81.163725,South Carolina,Trump 1st Term,2017,83
SC,33.836081,-81.163725,South Carolina,Trump 1st Term,2018,68
SC,33.836081,-81.163725,South Carolina,W. Bush 1st Term,2001,57
SC,33.836081,-81.163725,South Carolina,W. Bush 1st Term,2002,71
SC,33.836081,-81.163725,South Carolina,W. Bush 1st Term,2003,64
SC,33.836081,-81.163725,South Carolina,W. Bush 1st Term,2004,102
SC,33.836081,-81.163725,South Carolina,W. Bush 2nd Term,2005,98
SC,33.836081,-81.163725,South Carolina,W. Bush 2nd Term,2006,82
SC,33.836081,-81.163725,South Carolina,W. Bush 2nd Term,2007,117
SC,33.836081,-81.163725,South Carolina,W. Bush 2nd Term,2008,154
SD,43.969515,-99.901813,South Dakota,Clinton 1st Term,1993,4
SD,43.969515,-99.901813,South Dakota,Clinton 1st Term,1994,1
SD,43.969515,-99.901813,South Dakota,Clinton 1st Term,1995,5
SD,43.969515,-99.901813,South Dakota,Clinton 1st Term,1996,3
SD,43.969515,-99.901813,South Dakota,Clinton 2nd Term,1997,34
SD,43.969515,-99.901813,South Dakota,Clinton 2nd Term,1998,19
SD,43.969515,-99.901813,South Dakota,Clinton 2nd Term,1999,14
SD,43.969515,-99.901813,South Dakota,Clinton 2nd Term,2000,9
SD,43.969515,-99.901813,South Dakota,Obama 1st Term,2009,42
SD,43.969515,-99.901813,South Dakota,Obama 1st Term,2010,51
SD,43.969515,-99.901813,South Dakota,Obama 1st Term,2011,22
SD,43.969515,-99.901813,South Dakota,Obama 1st Term,2012,30
SD,43.969515,-99.901813,South Dakota,Obama 2nd Term,2013,21
SD,43.969515,-99.901813,South Dakota,Obama 2nd Term,2014,18
SD,43.969515,-99.901813,South Dakota,Obama 2nd Term,2015,16
SD,43.969515,-99.901813,South Dakota,Obama 2nd Term,2016,18
SD,43.969515,-99.901813,South Dakota,Trump 1st Term,2017,15
SD,43.969515,-99.901813,South Dakota,Trump 1st Term,2018,20
SD,43.969515,-99.901813,South Dakota,W. Bush 1st Term,2001,5
SD,43.969515,-99.901813,South Dakota,W. Bush 1st Term,2002,4
SD,43.969515,-99.901813,South Dakota,W. Bush 1st Term,2003,10
SD,43.969515,-99.901813,South Dakota,W. Bush 1st Term,2004,7
SD,43.969515,-99.901813,South Dakota,W. Bush 2nd Term,2005,9
SD,43.969515,-99.901813,South Dakota,W. Bush 2nd Term,2006,88
SD,43.969515,-99.901813,South Dakota,W. Bush 2nd Term,2007,37
SD,43.969515,-99.901813,South Dakota,W. Bush 2nd Term,2008,44
TN,35.517491,-86.58044699999999,Tennessee,Clinton 1st Term,1993,2
TN,35.517491,-86.58044699999999,Tennessee,Clinton 1st Term,1994,20
TN,35.517491,-86.58044699999999,Tennessee,Clinton 1st Term,1995,25
TN,35.517491,-86.58044699999999,Tennessee,Clinton 1st Term,1996,33
TN,35.517491,-86.58044699999999,Tennessee,Clinton 2nd Term,1997,57
TN,35.517491,-86.58044699999999,Tennessee,Clinton 2nd Term,1998,73
TN,35.517491,-86.58044699999999,Tennessee,Clinton 2nd Term,1999,131
TN,35.517491,-86.58044699999999,Tennessee,Clinton 2nd Term,2000,236
TN,35.517491,-86.58044699999999,Tennessee,Obama 1st Term,2009,171
TN,35.517491,-86.58044699999999,Tennessee,Obama 1st Term,2010,147
TN,35.517491,-86.58044699999999,Tennessee,Obama 1st Term,2011,148
TN,35.517491,-86.58044699999999,Tennessee,Obama 1st Term,2012,321
TN,35.517491,-86.58044699999999,Tennessee,Obama 2nd Term,2013,205
TN,35.517491,-86.58044699999999,Tennessee,Obama 2nd Term,2014,198
TN,35.517491,-86.58044699999999,Tennessee,Obama 2nd Term,2015,221
TN,35.517491,-86.58044699999999,Tennessee,Obama 2nd Term,2016,149
TN,35.517491,-86.58044699999999,Tennessee,Trump 1st Term,2017,136
TN,35.517491,-86.58044699999999,Tennessee,Trump 1st Term,2018,168
TN,35.517491,-86.58044699999999,Tennessee,W. Bush 1st Term,2001,190
TN,35.517491,-86.58044699999999,Tennessee,W. Bush 1st Term,2002,130
TN,35.517491,-86.58044699999999,Tennessee,W. Bush 1st Term,2003,161
TN,35.517491,-86.58044699999999,Tennessee,W. Bush 1st Term,2004,136
TN,35.517491,-86.58044699999999,Tennessee,W. Bush 2nd Term,2005,120
TN,35.517491,-86.58044699999999,Tennessee,W. Bush 2nd Term,2006,206
TN,35.517491,-86.58044699999999,Tennessee,W. Bush 2nd Term,2007,239
TN,35.517491,-86.58044699999999,Tennessee,W. Bush 2nd Term,2008,270
TX,31.968598999999998,-99.901813,Texas,Clinton 1st Term,1993,418
TX,31.968598999999998,-99.901813,Texas,Clinton 1st Term,1994,365
TX,31.968598999999998,-99.901813,Texas,Clinton 1st Term,1995,326
TX,31.968598999999998,-99.901813,Texas,Clinton 1st Term,1996,350
TX,31.968598999999998,-99.901813,Texas,Clinton 2nd Term,1997,338
TX,31.968598999999998,-99.901813,Texas,Clinton 2nd Term,1998,301
TX,31.968598999999998,-99.901813,Texas,Clinton 2nd Term,1999,263
TX,31.968598999999998,-99.901813,Texas,Clinton 2nd Term,2000,287
TX,31.968598999999998,-99.901813,Texas,Obama 1st Term,2009,165
TX,31.968598999999998,-99.901813,Texas,Obama 1st Term,2010,174
TX,31.968598999999998,-99.901813,Texas,Obama 1st Term,2011,153
TX,31.968598999999998,-99.901813,Texas,Obama 1st Term,2012,175
TX,31.968598999999998,-99.901813,Texas,Obama 2nd Term,2013,142
TX,31.968598999999998,-99.901813,Texas,Obama 2nd Term,2014,158
TX,31.968598999999998,-99.901813,Texas,Obama 2nd Term,2015,191
TX,31.968598999999998,-99.901813,Texas,Obama 2nd Term,2016,179
TX,31.968598999999998,-99.901813,Texas,Trump 1st Term,2017,176
TX,31.968598999999998,-99.901813,Texas,Trump 1st Term,2018,396
TX,31.968598999999998,-99.901813,Texas,W. Bush 1st Term,2001,436
TX,31.968598999999998,-99.901813,Texas,W. Bush 1st Term,2002,343
TX,31.968598999999998,-99.901813,Texas,W. Bush 1st Term,2003,290
TX,31.968598999999998,-99.901813,Texas,W. Bush 1st Term,2004,297
TX,31.968598999999998,-99.901813,Texas,W. Bush 2nd Term,2005,264
TX,31.968598999999998,-99.901813,Texas,W. Bush 2nd Term,2006,243
TX,31.968598999999998,-99.901813,Texas,W. Bush 2nd Term,2007,242
TX,31.968598999999998,-99.901813,Texas,W. Bush 2nd Term,2008,247
UT,39.32098,-111.093731,Utah,Clinton 1st Term,1993,45
UT,39.32098,-111.093731,Utah,Clinton 1st Term,1994,93
UT,39.32098,-111.093731,Utah,Clinton 1st Term,1995,107
UT,39.32098,-111.093731,Utah,Clinton 1st Term,1996,59
UT,39.32098,-111.093731,Utah,Clinton 2nd Term,1997,52
UT,39.32098,-111.093731,Utah,Clinton 2nd Term,1998,67
UT,39.32098,-111.093731,Utah,Clinton 2nd Term,1999,59
UT,39.32098,-111.093731,Utah,Clinton 2nd Term,2000,75
UT,39.32098,-111.093731,Utah,Obama 1st Term,2009,49
UT,39.32098,-111.093731,Utah,Obama 1st Term,2010,63
UT,39.32098,-111.093731,Utah,Obama 1st Term,2011,69
UT,39.32098,-111.093731,Utah,Obama 1st Term,2012,102
UT,39.32098,-111.093731,Utah,Obama 2nd Term,2013,76
UT,39.32098,-111.093731,Utah,Obama 2nd Term,2014,55
UT,39.32098,-111.093731,Utah,Obama 2nd Term,2015,47
UT,39.32098,-111.093731,Utah,Obama 2nd Term,2016,67
UT,39.32098,-111.093731,Utah,Trump 1st Term,2017,47
UT,39.32098,-111.093731,Utah,Trump 1st Term,2018,48
UT,39.32098,-111.093731,Utah,W. Bush 1st Term,2001,66
UT,39.32098,-111.093731,Utah,W. Bush 1st Term,2002,54
UT,39.32098,-111.093731,Utah,W. Bush 1st Term,2003,60
UT,39.32098,-111.093731,Utah,W. Bush 1st Term,2004,60
UT,39.32098,-111.093731,Utah,W. Bush 2nd Term,2005,41
UT,39.32098,-111.093731,Utah,W. Bush 2nd Term,2006,37
UT,39.32098,-111.093731,Utah,W. Bush 2nd Term,2007,57
UT,39.32098,-111.093731,Utah,W. Bush 2nd Term,2008,40
VA,37.431573,-78.656894,Virginia,Clinton 1st Term,1993,100
VA,37.431573,-78.656894,Virginia,Clinton 1st Term,1994,95
VA,37.431573,-78.656894,Virginia,Clinton 1st Term,1995,51
VA,37.431573,-78.656894,Virginia,Clinton 1st Term,1996,100
VA,37.431573,-78.656894,Virginia,Clinton 2nd Term,1997,105
VA,37.431573,-78.656894,Virginia,Clinton 2nd Term,1998,158
VA,37.431573,-78.656894,Virginia,Clinton 2nd Term,1999,211
VA,37.431573,-78.656894,Virginia,Clinton 2nd Term,2000,324
VA,37.431573,-78.656894,Virginia,Obama 1st Term,2009,150
VA,37.431573,-78.656894,Virginia,Obama 1st Term,2010,175
VA,37.431573,-78.656894,Virginia,Obama 1st Term,2011,147
VA,37.431573,-78.656894,Virginia,Obama 1st Term,2012,138
VA,37.431573,-78.656894,Virginia,Obama 2nd Term,2013,123
VA,37.431573,-78.656894,Virginia,Obama 2nd Term,2014,123
VA,37.431573,-78.656894,Virginia,Obama 2nd Term,2015,158
VA,37.431573,-78.656894,Virginia,Obama 2nd Term,2016,127
VA,37.431573,-78.656894,Virginia,Trump 1st Term,2017,213
VA,37.431573,-78.656894,Virginia,Trump 1st Term,2018,150
VA,37.431573,-78.656894,Virginia,W. Bush 1st Term,2001,357
VA,37.431573,-78.656894,Virginia,W. Bush 1st Term,2002,291
VA,37.431573,-78.656894,Virginia,W. Bush 1st Term,2003,285
VA,37.431573,-78.656894,Virginia,W. Bush 1st Term,2004,310
VA,37.431573,-78.656894,Virginia,W. Bush 2nd Term,2005,293
VA,37.431573,-78.656894,Virginia,W. Bush 2nd Term,2006,341
VA,37.431573,-78.656894,Virginia,W. Bush 2nd Term,2007,296
VA,37.431573,-78.656894,Virginia,W. Bush 2nd Term,2008,267
VT,44.558803000000005,-72.577841,Vermont,Clinton 1st Term,1993,1
VT,44.558803000000005,-72.577841,Vermont,Clinton 1st Term,1994,12
VT,44.558803000000005,-72.577841,Vermont,Clinton 1st Term,1995,10
VT,44.558803000000005,-72.577841,Vermont,Clinton 1st Term,1996,4
VT,44.558803000000005,-72.577841,Vermont,Clinton 2nd Term,1997,3
VT,44.558803000000005,-72.577841,Vermont,Clinton 2nd Term,1998,13
VT,44.558803000000005,-72.577841,Vermont,Clinton 2nd Term,1999,16
VT,44.558803000000005,-72.577841,Vermont,Clinton 2nd Term,2000,19
VT,44.558803000000005,-72.577841,Vermont,Obama 1st Term,2009,24
VT,44.558803000000005,-72.577841,Vermont,Obama 1st Term,2010,17
VT,44.558803000000005,-72.577841,Vermont,Obama 1st Term,2011,9
VT,44.558803000000005,-72.577841,Vermont,Obama 1st Term,2012,14
VT,44.558803000000005,-72.577841,Vermont,Obama 2nd Term,2013,13
VT,44.558803000000005,-72.577841,Vermont,Obama 2nd Term,2014,15
VT,44.558803000000005,-72.577841,Vermont,Obama 2nd Term,2015,8
VT,44.558803000000005,-72.577841,Vermont,Obama 2nd Term,2016,25
VT,44.558803000000005,-72.577841,Vermont,Trump 1st Term,2017,31
VT,44.558803000000005,-72.577841,Vermont,Trump 1st Term,2018,45
VT,44.558803000000005,-72.577841,Vermont,W. Bush 1st Term,2001,17
VT,44.558803000000005,-72.577841,Vermont,W. Bush 1st Term,2002,18
VT,44.558803000000005,-72.577841,Vermont,W. Bush 1st Term,2003,27
VT,44.558803000000005,-72.577841,Vermont,W. Bush 1st Term,2004,28
VT,44.558803000000005,-72.577841,Vermont,W. Bush 2nd Term,2005,34
VT,44.558803000000005,-72.577841,Vermont,W. Bush 2nd Term,2006,27
VT,44.558803000000005,-72.577841,Vermont,W. Bush 2nd Term,2007,21
VT,44.558803000000005,-72.577841,Vermont,W. Bush 2nd Term,2008,22
WA,47.751073999999996,-120.74013899999999,Washington,Clinton 1st Term,1993,457
WA,47.751073999999996,-120.74013899999999,Washington,Clinton 1st Term,1994,281
WA,47.751073999999996,-120.74013899999999,Washington,Clinton 1st Term,1995,266
WA,47.751073999999996,-120.74013899999999,Washington,Clinton 1st Term,1996,198
WA,47.751073999999996,-120.74013899999999,Washington,Clinton 2nd Term,1997,190
WA,47.751073999999996,-120.74013899999999,Washington,Clinton 2nd Term,1998,223
WA,47.751073999999996,-120.74013899999999,Washington,Clinton 2nd Term,1999,229
WA,47.751073999999996,-120.74013899999999,Washington,Clinton 2nd Term,2000,242
WA,47.751073999999996,-120.74013899999999,Washington,Obama 1st Term,2009,208
WA,47.751073999999996,-120.74013899999999,Washington,Obama 1st Term,2010,232
WA,47.751073999999996,-120.74013899999999,Washington,Obama 1st Term,2011,213
WA,47.751073999999996,-120.74013899999999,Washington,Obama 1st Term,2012,274
WA,47.751073999999996,-120.74013899999999,Washington,Obama 2nd Term,2013,294
WA,47.751073999999996,-120.74013899999999,Washington,Obama 2nd Term,2014,304
WA,47.751073999999996,-120.74013899999999,Washington,Obama 2nd Term,2015,275
WA,47.751073999999996,-120.74013899999999,Washington,Obama 2nd Term,2016,395
WA,47.751073999999996,-120.74013899999999,Washington,Trump 1st Term,2017,511
WA,47.751073999999996,-120.74013899999999,Washington,Trump 1st Term,2018,518
WA,47.751073999999996,-120.74013899999999,Washington,W. Bush 1st Term,2001,278
WA,47.751073999999996,-120.74013899999999,Washington,W. Bush 1st Term,2002,173
WA,47.751073999999996,-120.74013899999999,Washington,W. Bush 1st Term,2003,223
WA,47.751073999999996,-120.74013899999999,Washington,W. Bush 1st Term,2004,175
